-------------- QUICK SORT -----------------
Size of Array			No. of Comparisions
100000					2714437
150000					4315621
200000					5817090
250000					7681422
300000					9673238
350000					10747153
400000					12986518
450000					14299168
500000					15947863
550000					18117974
600000					19735463
650000					21635386
700000					23199078
750000					24363336
800000					26598382
850000					28077309
900000					30644847
950000					32010783
1000000					34026464

